MatchID,Winner,WinChance,Winner_mu,Winner_sigma,Looser,Looser_mu,Looser_sigma
2307207,G2,0.456,26.960958489511167,0.8098251671143759,Dignitas,27.428531830557766,0.8030937269357981
2307208,TYLOO,0.678,28.80760004825752,1.1354025595980577,Envy,25.82876869488839,0.8085874876304194
2307209,NIP,0.376,27.582724593812266,0.8057579304352631,Vega Squadron,27.207786172850444,3.79892476172414
2307210,CLG,0.506,25.381315538716077,0.8470082923237349,Cloud9,25.1154630023662,0.8069324241054667
2307211,Immortals,0.509,26.52173398656655,0.8995934531503519,mousesports,26.19523010068444,0.8097173181142947
2307212,Envy,0.423,25.915479905066615,0.8092127096080384,Vega Squadron,25.312987733117154,3.406724403583698
2307213,G2,0.529,27.043793346778923,0.8094649720800509,Immortals,26.41972006627972,0.8971040862042042
2307214,HellRaisers,0.643,27.377920652994995,0.8355148753751098,Cloud9,25.05183518506905,0.80714918199789
2307282,Kinguin,0.32,24.807827868006342,1.5253907789814583,LDLC,25.822509088014872,3.111155708802602
2307298,FaZe,0.594,27.46967966246198,0.8314106134161728,EPG,20.56812457534047,6.533835484978662
2307300,Gambit,0.567,26.806196966511596,1.00354183831358,Norse,20.305544348018262,6.482839246378759
2307410,fnatic,0.623,28.23859011812755,0.8114134939225768,Japaleno,20.86102706411717,6.59909080724997
2307305,G2,0.579,27.087466952152493,0.8122233724502397,DarkPassage,20.419369689810765,6.501322128025941
2307303,HellRaisers,0.321,27.49475497400846,0.8349086940671706,Tricked,28.868772772127276,2.8880984597786985
2307301,PRIDE,0.273,25.26754084098014,3.436965802474726,GODSENT,26.81675717238644,0.9712652161860988
2307302,mousesports,0.546,26.24215206289975,0.8124225845553897,BIG,20.081706232674932,6.431750922194454
2307299,FlipSid3,0.479,27.54589687059972,0.8320657069169866,Heroic,27.60128547040972,1.0882642718025386
2307309,fnatic,0.576,28.313935857218066,0.8112082256905364,G2,27.011972302238426,0.8120005785397506
2307308,mousesports,0.417,26.34597505878712,0.8115410598206135,HellRaisers,27.38516591580225,0.833477512789183
2307307,Gambit,0.588,26.9034648562523,1.0006939430747088,PRIDE,24.133784364006253,3.178160110233683
2307306,FaZe,0.495,27.563311231711154,0.8303969692181307,FlipSid3,27.452119161114947,0.8310366429473409
2307337,Envy,0.536,25.963427631767114,0.8119073731807357,subtLe,19.9679829014317,6.409238483407852
2307335,Virtus.pro,0.411,28.417378063310757,0.8160118948916231,.Russia,27.656695727165598,3.7040434650535077
2307339,iGame.com,0.529,27.117550690683323,3.0460065630776545,VG.CyberZen,25.148598854104584,1.6147597399509543
2307350,Envy,0.47,26.056567789100715,0.8113216988801643,Epsilon,26.242008009677008,1.1297789541621275
2307351,Virtus.pro,0.833,28.440481585756963,0.8188826275691529,subtLe,18.557182174062955,5.717628001360398
2307370,Envy,0.41,26.146614259251507,0.8118068903877855,.Russia,25.79848642488157,3.3324111919593475
2307371,Virtus.pro,0.632,28.47998280930445,0.8216292922879026,TeamOne,20.950758111634975,6.620209494832223
