"ID","Date","Event","Team 1","Team 2","Team 1 Odds","Team 2 Odds","Team 1 Score","Team 2 Score","Outcome","Team 1 Entries","Team 2 Entries","Team 1 Clutches","Team 2 Clutches","Team 1 Kills mean","Team 2 Kills mean","Team 1 Kills sd","Team 2 Kills sd","Team 1 Assists mean","Team 2 Assists mean","Team 1 Assists sd","Team 2 Assists sd","Team 1 HS mean","Team 2 HS mean","Team 1 HS sd","Team 2 HS sd","Team 1 Flashes mean","Team 2 Flashes mean","Team 1 Flashes sd","Team 2 Flashes sd","Team 1 Deaths mean","Team 2 Deaths mean","Team 1 Deaths sd","Team 2 Deaths sd","Team 1 KAST mean","Team 2 KAST mean","Team 1 KAST sd","Team 2 KAST sd","Team 1 K/D Diff mean","Team 2 K/D Diff mean","Team 1 K/D Diff sd","Team 2 K/D Diff sd","Team 1 ADR mean","Team 2 ADR mean","Team 1 ADR sd","Team 2 ADR sd","Team 1 FK Diff mean","Team 2 FK Diff mean","Team 1 FK Diff sd","Team 2 FK Diff sd","Team 1 Rating mean","Team 2 Rating mean","Team 1 Rating sd","Team 2 Rating sd","Team 1 KDA mean","Team 2 KDA mean","Team 1 KDA sd","Team 2 KDA sd","Team 1 HSpc mean","Team 2 HSpc mean","Team 1 HSpc sd","Team 2 HSpc sd"
2346229,2021-01-31,"cs_summit 7","mousesports","Virtus.pro",1.57,2.25,0,2,2,10.5,11,0,2.5,12.1,16.6,4.823,3.555,3.5,5.1,2.199,1.932,6.2,8.2,3.222,4.77,1.2,1.8,1.168,1.499,16.7,12.1,1.375,3.741,0.605,0.754,0.089,0.083,-4.6,4.5,5.75,4.913,66.13,80.9,26.896,15.872,-0.1,0.1,2.25,1.643,0.835,1.251,0.293,0.218,0.961,1.972,0.429,0.824,0.5,0.482,0.144,0.222
2346289,2021-01-31,"DreamHack Open January 2021 Europe","Spirit","FunPlus Phoenix",1.72,2,3,0,1,15.667,7.333,2.333,1.333,18.067,12.067,4.506,4.722,4.467,2.467,1.995,1.153,9.067,6.067,4.488,3.209,1.2,0.333,1.3,0.514,12.067,18.067,2.021,1.616,0.815,0.596,0.048,0.106,6,-6,5.856,5.556,82.073,61.827,17.114,21.165,1.667,-1.667,2.8,2.875,1.359,0.771,0.273,0.295,1.973,0.82,0.765,0.272,0.495,0.52,0.19,0.252
2346230,2021-01-31,"cs_summit 7","fnatic","Heroic",2.37,1.53,2,0,1,13.5,15.5,2.5,2.5,21.3,18.9,2.603,4.832,5,5,2.109,2.194,10.2,8.6,3.72,2.746,1.4,1.5,1.111,1.24,19,21.4,1.935,1.887,0.747,0.694,0.085,0.063,2.3,-2.5,2.254,5.195,79,73.4,14.027,20.494,-0.4,0.4,2.707,2.022,1.158,0.994,0.14,0.239,1.389,1.134,0.162,0.285,0.481,0.458,0.165,0.11
2346231,2021-01-31,"cs_summit 7","Virtus.pro","fnatic",1.44,2.62,2,0,1,13.5,13.5,2,1,19.3,14.6,4.401,4.114,4.6,3.7,1.825,1.962,9.8,6.9,5.546,2.993,1.8,1,0.837,0.837,14.6,19.4,2.262,1.269,0.742,0.644,0.074,0.076,4.7,-4.8,3.728,5.251,77.38,64.88,16.224,18.899,0,0,2.361,2.355,1.206,0.887,0.199,0.219,1.673,0.95,0.306,0.254,0.492,0.468,0.22,0.096
2346429,2021-02-02,"SteelSeries Invitational 2021","FALKN","OG",NA,NA,8,16,2,10,13,3,5,15.2,19.8,3.899,2.683,3.6,6.4,0.548,3.435,7.2,9.6,2.775,3.362,1.2,1.2,1.304,1.304,19.8,15.6,1.304,1.949,0.608,0.775,0.1,0.037,-4.6,4.2,3.435,4.438,71.48,88.3,14.287,15.511,-0.6,0.4,1.342,2.302,0.868,1.328,0.143,0.166,0.948,1.708,0.154,0.354,0.48,0.488,0.154,0.169
2346430,2021-02-02,"SteelSeries Invitational 2021","FaZe","Nordavind",NA,NA,16,11,1,13,14,3,0,19.8,18.4,3.564,5.595,4,5.2,1.732,1.924,9,8.4,5.148,1.673,1.6,1.6,1.342,1.14,18.4,19.8,2.302,1.095,0.763,0.711,0.062,0.084,1.4,-1.4,3.782,6.269,77.38,79.36,13.032,23.023,-0.2,0.2,1.643,1.789,1.17,1.044,0.158,0.308,1.314,1.201,0.252,0.348,0.439,0.47,0.229,0.067
2346428,2021-02-02,"SteelSeries Invitational 2021","FaZe","OG",NA,NA,0,2,2,18,20.5,4,1.5,26.4,29.7,4.339,5.599,5.1,7.3,2.489,4.07,14.7,13.1,5.79,5.696,1.1,1.9,1.017,2,29.8,26.5,1.988,2.153,0.677,0.746,0.049,0.109,-3.4,3.2,4.871,5.422,75.83,80.17,11.747,17.864,-0.5,0.5,1.546,2.156,1,1.162,0.131,0.212,1.078,1.394,0.175,0.317,0.555,0.42,0.182,0.141
2346423,2021-02-02,"ESEA Premier Season 36 Europe","Sprout","Nemiga",1.57,2.25,2,1,1,14.333,12,2.333,1,18.467,16.8,5.057,5.99,4.8,4.533,1.841,2.052,8.8,8.933,3.953,3.762,1,1.6,1.291,1.413,16.8,18.6,2.226,1.766,0.726,0.648,0.089,0.082,1.667,-1.8,5.51,6.399,77.387,70.393,17.912,22.349,0.467,-0.467,1.816,2.346,1.136,0.977,0.259,0.312,1.447,1.187,0.333,0.365,0.473,0.54,0.121,0.141
2346328,2021-02-04,"BLAST Premier Spring Groups 2021","Astralis","NIP",1.1,6.5,0,2,2,15,14,0.5,2,18.6,18.6,4.407,4.227,5.4,5.7,1.764,2.378,8.8,8.7,4.537,3.121,1.9,1.7,0.844,1.465,18.6,18.6,2.39,2.738,0.7,0.697,0.047,0.088,0,0,3.774,5.59,73.25,71.59,11.943,8.888,0.2,-0.2,2.604,1.972,1.045,1.026,0.171,0.178,1.3,1.345,0.238,0.357,0.464,0.464,0.155,0.122
2346329,2021-02-04,"BLAST Premier Spring Groups 2021","OG","BIG",2.25,1.57,0,2,2,13,15,1.5,2,17.5,19.3,3.615,4.225,4.8,5.6,2.235,3.674,8.2,9.4,2.887,3.828,1.3,1.9,1.258,1.857,19.4,17.8,2.021,2.53,0.698,0.715,0.097,0.061,-1.9,1.5,3.139,4.912,68.53,72.52,14.296,18.247,-0.4,0.3,2.056,1.238,0.975,1.093,0.165,0.205,1.152,1.415,0.173,0.376,0.458,0.502,0.098,0.185
2346377,2021-02-05,"Snow Sweet Snow 1","forZe","EXTREMUM",3.25,1.33,2,1,1,16,9.333,2,0.667,18,15.6,5.872,2.482,4.933,4.467,3.436,1.746,8.133,7.667,3.692,2.889,1.267,1.4,1.532,0.909,15.667,18.267,1.91,1.702,0.726,0.653,0.082,0.091,2.333,-2.667,5.723,3.307,77.007,71.107,26.065,14.112,1.333,-1.333,1.935,1.179,1.189,0.917,0.343,0.143,1.498,1.104,0.404,0.224,0.449,0.498,0.122,0.163
2346378,2021-02-05,"Snow Sweet Snow 1","Sprout","Dignitas",1.44,2.62,2,1,1,15,14.333,1,1,19.067,18.067,4.287,4.632,5.333,5,2.438,2.35,9.467,8.2,3.419,3.153,1.467,1.6,1.373,1.828,18.133,19.2,1.518,1.611,0.696,0.703,0.048,0.076,0.933,-1.133,4.155,5.41,70.833,69.36,17.238,11.203,0.133,-0.133,2.715,3.915,1.059,1.013,0.195,0.216,1.38,1.236,0.35,0.284,0.495,0.46,0.106,0.153
2346334,2021-02-05,"BLAST Premier Spring Groups 2021","NIP","BIG",2.25,1.57,2,0,1,18.5,16,3,2,24.3,22.8,6.101,5.67,6.4,4.6,3.169,1.118,10,11.2,2.349,4.717,1.1,1.6,0.418,1.921,23.1,24.3,2.876,2.166,0.737,0.698,0.065,0.076,1.2,-1.5,7.209,5.137,76.32,72.8,15.161,20.718,0.5,-0.5,3.032,1.924,1.112,1,0.22,0.187,1.34,1.139,0.224,0.218,0.427,0.499,0.122,0.196
2346335,2021-02-05,"BLAST Premier Spring Groups 2021","Astralis","OG",1.2,4.33,2,0,1,17,11.5,3.5,1.5,19.2,16.9,4.988,2.747,5.7,4.8,2.816,2.287,9.8,8.6,3.365,3.424,2.2,1.5,1.699,1.663,17,19.2,2.196,1.819,0.748,0.68,0.074,0.058,2.2,-2.3,5.144,3.032,72.78,67,14.324,17.718,1.1,-1.1,1.94,1.574,1.173,0.911,0.241,0.176,1.524,1.123,0.425,0.245,0.515,0.498,0.168,0.204
2346336,2021-02-06,"BLAST Premier Spring Groups 2021","BIG","Astralis",3.75,1.25,2,0,1,15.5,11.5,2.5,1.5,19.4,16.7,6.301,5.735,6,4.9,2.209,2.612,9.6,8.8,3.98,4.351,1.4,1.1,0.988,1.222,17.1,19.4,2.194,2.11,0.767,0.641,0.089,0.112,2.3,-2.7,7.476,7.591,79.68,70.33,18.695,19.715,0.8,-0.8,3.11,1.19,1.179,0.935,0.317,0.304,1.525,1.135,0.459,0.409,0.502,0.492,0.154,0.163
2346337,2021-02-06,"BLAST Premier Spring Groups 2021","NIP","BIG",2.25,1.57,0,2,2,10,14,3,3,13.7,18.9,5.035,4.416,3.9,4.9,2.053,1.328,5.2,9.3,2.641,3.048,0.9,0.8,0.822,0.642,19,13.9,1.795,1.342,0.566,0.785,0.08,0.085,-5.3,5,4.824,5.103,65.54,84.01,24.078,16.786,-0.8,0.8,1.182,1.537,0.766,1.376,0.279,0.274,0.894,1.932,0.254,0.477,0.35,0.51,0.173,0.182
2346330,2021-02-08,"BLAST Premier Spring Groups 2021","Vitality","Complexity",1.2,4.33,0,2,2,7,15.5,0.5,2,12,17.7,3.911,6.073,3.1,3.9,2.057,1.733,5.2,8.2,2.495,4.852,0.8,0.7,0.995,0.894,17.8,12,1.118,1.206,0.591,0.824,0.109,0.054,-5.8,5.7,4.542,6.21,59.63,84.35,17.732,23.368,-1.7,1.7,2.07,2.475,0.727,1.41,0.229,0.367,0.83,2.209,0.293,0.475,0.501,0.46,0.197,0.213
2346331,2021-02-08,"BLAST Premier Spring Groups 2021","Evil Geniuses","G2",2.37,1.53,0,2,2,16.5,11.5,1,4,18.5,20.3,2.437,4.296,5.9,5.1,2.355,2.067,7.8,11.4,2.531,4.534,2.3,1.5,2.376,1.354,20.4,18.5,1.873,1.987,0.707,0.729,0.099,0.064,-1.9,1.8,3.228,6.085,73.09,78.84,11.306,12.146,1,-1,2.387,2.335,1.019,1.12,0.165,0.231,1.207,1.4,0.224,0.317,0.419,0.554,0.103,0.121
2346384,2021-02-09,"Snow Sweet Snow 1","Virtus.pro","Endpoint",1.14,5,2,0,1,12.5,8.5,0.5,0,17.8,9.9,6.273,2.975,4.5,2.9,1.768,1.209,6.9,4.7,4.179,1.313,1.3,0.9,0.774,1.284,10.1,17.9,2.353,0.894,0.828,0.539,0.067,0.106,7.7,-8,6.812,3.067,86.62,58.19,29.987,10.697,0.8,-0.8,2.61,2.218,1.422,0.66,0.391,0.184,2.335,0.721,0.943,0.177,0.413,0.483,0.228,0.12
2346383,2021-02-09,"Snow Sweet Snow 1","SAW","ENCE",3.4,1.3,2,0,1,17,9.5,1.5,1.5,20.8,17.3,4.543,4.838,5.7,4.1,2.173,2.031,8.6,8.6,3.258,3.994,1.3,1,1.015,0.876,17.5,20.8,1.792,1.671,0.726,0.641,0.069,0.063,3.3,-3.5,5.841,5.578,81.46,71.8,15.683,15.697,1.4,-1.5,1.429,2.326,1.21,0.918,0.237,0.243,1.543,1.038,0.411,0.281,0.415,0.488,0.126,0.171
2346386,2021-02-09,"Snow Sweet Snow 1","Gambit","GODSENT",1.25,3.75,2,0,1,12,12.5,0.5,1,17.4,13.6,2.789,4.4,5.7,3.3,2.597,1.694,7.4,6.3,3.337,3.945,1,0.7,1.111,0.692,13.7,17.9,3.759,1.306,0.764,0.648,0.113,0.1,3.7,-4.3,4.905,3.83,75.76,63.96,16.366,18.465,-0.1,0.1,2.363,1.752,1.185,0.871,0.173,0.232,1.799,0.941,0.495,0.249,0.416,0.458,0.155,0.222
2346385,2021-02-09,"Snow Sweet Snow 1","FunPlus Phoenix","forZe",1.4,2.75,2,1,1,14.333,17.333,0.667,1.333,19.867,21.333,4.934,5.26,3.8,4.6,1.66,2.53,10.4,9.667,4.803,3.38,0.933,1.267,0.644,1.006,21.4,20.067,1.576,2.833,0.649,0.751,0.077,0.065,-1.533,1.267,4.337,6.951,64.807,76.96,19.202,14.353,-0.6,0.6,2.183,2.359,0.903,1.175,0.175,0.195,1.056,1.724,0.289,0.56,0.522,0.461,0.2,0.138
2346338,2021-02-09,"BLAST Premier Spring Groups 2021","Complexity","G2",2.1,1.66,2,0,1,13.5,15,3,1.5,17.8,17.9,4.512,3.749,3.8,6.2,1.736,3.329,9,7.2,3.872,2.461,0.8,2.9,0.947,2.305,18.2,17.8,2.198,2.854,0.708,0.712,0.061,0.075,-0.4,0.1,6.22,3.705,69.36,68.55,12.335,16.105,-0.3,0.3,1.774,2.16,1.013,1.052,0.217,0.157,1.218,1.392,0.355,0.354,0.491,0.398,0.124,0.089
2346490,2021-02-09,"ESEA Premier Season 36 Europe","forZe","SAW",1.72,2,1,2,2,11,14.333,0.667,1.667,16.733,18.067,4.08,6.182,4.533,5.267,2.52,1.342,7.8,9.8,2.892,3.35,0.867,1.533,1.102,1.852,18.2,16.933,1.394,1.821,0.674,0.728,0.061,0.091,-1.467,1.133,4.664,7.349,72.047,79.2,8.866,16.471,-0.733,0.667,2.37,1.729,0.961,1.142,0.141,0.307,1.154,1.548,0.234,0.591,0.489,0.547,0.158,0.125
2346339,2021-02-09,"BLAST Premier Spring Groups 2021","Vitality","Evil Geniuses",1.4,2.75,1,2,2,14,14,1.333,1.333,18.8,18.867,4.895,4.744,3.733,5.467,1.862,2.37,9.267,8.667,3.504,2.94,1.067,1.6,1.155,1.611,18.933,18.933,1.564,2.263,0.679,0.708,0.065,0.042,-0.133,-0.067,5.682,6.179,74.58,73.92,19.211,12.604,0,0,2.901,2.479,1.049,1.056,0.257,0.204,1.27,1.336,0.326,0.308,0.49,0.47,0.122,0.115
2346387,2021-02-10,"Snow Sweet Snow 1","SAW","FunPlus Phoenix",2.75,1.4,0,2,2,10.5,17,1,1.5,16.5,19.2,4.764,5.619,3.7,5.3,1.844,1.755,9.2,8.1,2.429,4.686,1.7,1.7,0.447,0.995,19.3,16.5,1.699,2.812,0.675,0.766,0.059,0.06,-2.8,2.7,5.534,4.759,67.64,74.79,20.614,17.853,-1.3,1.3,2.553,2.539,0.923,1.172,0.303,0.23,1.067,1.514,0.379,0.327,0.577,0.402,0.114,0.134
2346388,2021-02-10,"Snow Sweet Snow 1","Gambit","Virtus.pro",2.1,1.66,2,1,1,15.667,16.333,0.667,0.333,20.533,19.867,6.934,4.801,5.467,4.533,2.933,1.76,8.267,9.267,4.092,2.978,1.533,1.2,1.624,1.168,19.867,20.733,2.984,2.263,0.709,0.658,0.094,0.081,0.667,-0.867,8.178,5.533,71.647,66.54,19.064,12.742,-0.133,0.133,2.938,2.848,1.062,0.965,0.301,0.194,1.433,1.181,0.557,0.269,0.393,0.475,0.115,0.159
2346438,2021-02-10,"European Development Championship 2","Movistar Riders","Sinners",NA,NA,9,16,2,15,10,1,1,13,18,1.871,4.848,3.6,5,3.209,2.55,7,7.8,3.464,3.421,2,1.2,1.871,1.304,18.2,13,1.643,2.55,0.592,0.784,0.077,0.046,-5.2,5,1.095,5.958,62.1,78,17.703,13.726,1,-1,1.414,2.345,0.874,1.224,0.105,0.236,0.904,1.826,0.2,0.477,0.519,0.419,0.19,0.112
2346389,2021-02-10,"Snow Sweet Snow 1","FunPlus Phoenix","Gambit",2.75,1.4,2,1,1,14.333,12.667,2.667,1.333,17.667,17.6,3.456,3.868,4.933,4.8,2.126,3.336,8.8,8.4,3.353,2.609,1.667,1.267,1.226,1.776,17.733,17.667,1.835,2.1,0.7,0.7,0.07,0.072,-0.067,-0.067,5.013,4.68,70.587,74.147,13.197,12.728,0.333,-0.333,1.329,2.202,1.048,1.031,0.187,0.19,1.314,1.302,0.382,0.288,0.498,0.49,0.143,0.176
2346340,2021-02-10,"BLAST Premier Spring Groups 2021","G2","Evil Geniuses",1.44,2.62,1,2,2,9.667,15,1.667,2.333,15.6,17.8,4.875,5.852,3.733,4.267,2.528,1.435,6.733,8.933,2.937,4.247,0.733,1.2,1.038,1.267,17.867,15.8,1.764,1.671,0.653,0.722,0.095,0.108,-2.267,2,6.052,6.295,72.493,77.493,19.559,24.778,-1.067,1.067,3.005,2.287,0.922,1.209,0.253,0.339,1.147,1.476,0.312,0.404,0.436,0.496,0.166,0.115
2346341,2021-02-10,"BLAST Premier Spring Groups 2021","Complexity","Evil Geniuses",1.66,2.1,2,0,1,13,11,1.5,1.5,16.9,13,5.983,3.594,4.1,2.9,2.264,1.811,9.2,7.3,4.429,4.363,1.2,1.1,0.988,1.359,13,16.9,2.793,2.001,0.775,0.623,0.087,0.117,3.9,-3.9,7.273,5.11,73.26,59.96,24.502,14.346,0.4,-0.4,2.716,1.478,1.227,0.832,0.34,0.213,1.727,0.958,0.668,0.345,0.545,0.558,0.186,0.29
2346332,2021-02-12,"BLAST Premier Spring Groups 2021","Natus Vincere","MIBR",1.12,5.5,2,1,1,11.333,12.667,1,2,17.2,15.333,5.526,3.745,4.667,4.733,2.089,2.111,6.333,6.667,2.889,2.583,1.467,0.933,1.178,0.798,15.4,17.2,2.044,2.163,0.735,0.674,0.073,0.051,1.8,-1.867,6.856,5.28,77.74,70.52,14.632,13.086,-0.267,0.267,1.283,1.727,1.128,0.98,0.284,0.229,1.527,1.274,0.509,0.444,0.399,0.447,0.225,0.144
2346333,2021-02-12,"BLAST Premier Spring Groups 2021","FaZe","Liquid",3,1.36,2,0,1,15.5,6.5,1.5,0,18.3,11.3,2.426,2.538,4.9,3.3,2.812,1.595,9.1,5.3,3.401,2.357,1.3,0.8,2.121,0.692,11.4,18.4,1.306,1.159,0.851,0.601,0.04,0.103,6.9,-7.1,3.12,2.946,89.02,58.91,15.824,13.392,1.8,-1.8,2.257,2.705,1.428,0.7,0.205,0.166,2.286,0.782,0.468,0.215,0.504,0.447,0.19,0.14
2346342,2021-02-13,"BLAST Premier Spring Groups 2021","Natus Vincere","FaZe",1.4,2.75,2,1,1,15.667,13.333,1.333,1.333,19.667,19.267,4.331,5.744,5.2,4,2.434,2.601,8.8,9.2,2.624,4.882,1.533,1,1.867,1.258,19.267,19.8,2.662,1.135,0.682,0.702,0.06,0.061,0.4,-0.533,4.436,6.133,74.267,71.653,14.155,16.844,0.467,-0.467,3.003,2.749,1.069,1.007,0.171,0.23,1.371,1.179,0.267,0.301,0.471,0.47,0.145,0.189
2346343,2021-02-13,"BLAST Premier Spring Groups 2021","MIBR","Liquid",3,1.36,0,2,2,7,16.5,2,0,12.9,17.8,3.344,4.617,3,5.6,1.14,3.35,6.2,8.1,2.608,2.592,0.5,1.9,0.5,2.405,17.8,12.9,1.064,1.702,0.598,0.823,0.086,0.088,-4.9,4.9,3.918,5.84,65.66,80.21,12.221,22.201,-1.9,1.9,1.328,1.595,0.816,1.315,0.167,0.354,0.9,1.898,0.209,0.724,0.486,0.456,0.176,0.068
2346344,2021-02-14,"BLAST Premier Spring Groups 2021","FaZe","Liquid",1.83,1.83,2,0,1,15.5,16.5,1,1,22.9,18.4,4.249,4.423,5.1,5.2,2.25,1.936,12.1,8.8,4.926,4.406,1.2,1.5,0.924,1.873,18.6,23,3.099,2.594,0.768,0.626,0.069,0.071,4.3,-4.6,6.068,4.805,80.33,64.37,14.671,13.481,-0.2,0.2,2.785,3.518,1.215,0.852,0.178,0.164,1.789,0.99,0.449,0.231,0.523,0.513,0.179,0.171
2346345,2021-02-14,"BLAST Premier Spring Groups 2021","Natus Vincere","FaZe",1.4,2.75,2,0,1,13.5,13,1.5,0,18.6,15.3,4.832,2.685,4.9,2.6,2.062,1.945,8.5,7.7,2.866,2.968,2.1,0.7,1.359,0.774,15.3,18.7,2.592,1.392,0.71,0.588,0.079,0.067,3.3,-3.4,5.826,3.698,75.77,64.85,12.311,12.807,0.1,-0.1,2.323,1.638,1.166,0.888,0.23,0.155,1.606,0.964,0.444,0.199,0.459,0.495,0.113,0.151
2346462,2021-02-16,"IEM Katowice 2021 Play-In","Gambit","TeamOne",1.12,5.5,16,5,1,13,8,3,0,17.6,11.2,6.066,1.924,4,2.6,1.871,1.517,7.4,6.2,3.847,3.564,0.4,1.2,0.894,1.643,11.2,17.6,2.168,0.894,0.819,0.552,0.052,0.072,6.4,-6.4,7.797,1.517,87.18,59.84,18.845,12.395,1,-1,2.55,1.414,1.388,0.71,0.311,0.129,2.042,0.785,0.864,0.138,0.437,0.54,0.178,0.272
2346460,2021-02-16,"IEM Katowice 2021 Play-In","BIG","Movistar Riders",1.36,3,16,6,1,13,9,1,1,17,13,4.743,0.707,5.6,3.2,1.949,2.49,9.4,6.6,3.209,3.13,1.8,1,1.095,2.236,13,17.2,2.236,1.304,0.782,0.645,0.118,0.021,4,-4.2,6.708,1.643,82.66,69.28,12.871,3.745,0.8,-0.8,1.095,3.194,1.298,0.792,0.262,0.047,1.831,0.949,0.723,0.167,0.549,0.507,0.058,0.234
2346461,2021-02-16,"IEM Katowice 2021 Play-In","Spirit","Cloud9",1.53,2.37,16,7,1,18,5,2,4,18.6,11.2,6.387,3.271,3.8,5,2.864,2,8.8,5,3.834,2,1,2.2,0.707,1.304,11.2,18.6,1.095,1.14,0.818,0.548,0.036,0.066,7.4,-7.4,7.127,4.159,84.14,60.3,22.869,10.523,2.6,-2.6,2.074,2.881,1.456,0.686,0.357,0.226,2.04,0.88,0.672,0.257,0.494,0.449,0.199,0.119
2346465,2021-02-16,"IEM Katowice 2021 Play-In","NIP","Complexity",2.2,1.61,16,7,1,13,10,2,2,18.6,13.2,5.413,3.768,5.6,3,3.05,1.225,7.2,6.2,1.924,1.643,2,0.6,2.121,0.548,13.2,18.6,1.483,2.702,0.852,0.626,0.079,0.05,5.4,-5.4,6.348,4.669,83.1,66.32,17.096,16.255,0.6,-0.6,2.966,1.817,1.364,0.798,0.315,0.196,1.884,0.883,0.597,0.246,0.391,0.479,0.047,0.108
2346464,2021-02-16,"IEM Katowice 2021 Play-In","Virtus.pro","Wisla Krakow",1.12,5.5,16,10,1,14,12,2,2,17.6,15.4,4.45,4.159,4.4,5.2,2.191,1.304,9,5.4,3.391,4.506,1.2,1.6,1.304,0.894,16,17.6,3,3.286,0.808,0.684,0.061,0.042,1.6,-2.2,6.504,6.943,74.38,65.68,12.581,11.951,0.4,-0.4,2.074,1.817,1.164,0.95,0.214,0.213,1.444,1.225,0.48,0.413,0.536,0.318,0.209,0.18
2346463,2021-02-16,"IEM Katowice 2021 Play-In","Renegades","mousesports",4,1.22,14,16,2,15,15,3,1,18,21.8,4.95,8.983,3.8,4.2,2.387,2.387,6,10.4,3.536,4.506,1.2,1,1.304,1.225,21.8,18,2.588,2.236,0.593,0.713,0.05,0.045,-3.8,3.8,5.404,10.872,67.4,75.7,17.831,22.33,0,0,2,1.871,0.89,1.156,0.214,0.298,1.004,1.491,0.158,0.572,0.334,0.499,0.189,0.132
2346467,2021-02-16,"IEM Katowice 2021 Play-In","Liquid","MIBR",1.33,3.25,16,12,1,17,11,3,1,18.6,17.8,4.336,2.49,4.6,3.8,2.608,2.683,7.6,8.6,4.393,3.435,1.4,0.8,0.894,0.447,17.8,18.6,1.924,2.302,0.721,0.743,0.089,0.064,0.8,-0.8,3.033,4.494,73.34,71.22,19.949,14.123,1.2,-1.2,2.49,2.683,1.102,1.032,0.266,0.154,1.295,1.176,0.284,0.241,0.388,0.485,0.148,0.183
2346466,2021-02-16,"IEM Katowice 2021 Play-In","OG","fnatic",2.1,1.66,16,9,1,12,13,1,3,19,13.6,5.612,2.302,6.8,3.6,1.789,1.517,8.4,6.2,4.278,2.95,2.6,1.6,3.435,1.949,13.6,19,2.702,1.581,0.752,0.608,0.095,0.059,5.4,-5.4,7.797,2.51,80.92,66.86,13.168,16.646,-0.2,0.2,1.095,2.049,1.286,0.8,0.271,0.111,2.028,0.904,0.868,0.133,0.443,0.443,0.163,0.145
2346508,2021-02-16,"IEM Katowice 2021 Play-In","BIG","Spirit",1.72,2,0,2,2,13.5,14,0.5,1.5,16.6,20.9,4.406,5.472,5.1,5,2.093,2.224,7.5,9.3,3.445,3.528,2,1.7,1.559,2.121,21,16.6,1.856,1.455,0.643,0.75,0.054,0.075,-4.4,4.3,4.694,6.263,65.99,78.9,14.382,21.239,-0.1,0.1,1.898,2.672,0.874,1.201,0.136,0.272,1.039,1.589,0.231,0.447,0.447,0.444,0.156,0.126
2346512,2021-02-16,"IEM Katowice 2021 Play-In","Movistar Riders","Cloud9",2.1,1.66,0,2,2,14,17,1.5,2.5,20.5,21.6,4.785,5.518,4,6.5,2.189,1.628,9.1,9.2,5.041,2.708,0.7,1.2,1.308,1.24,21.7,20.6,1.73,1.764,0.702,0.724,0.064,0.064,-1.2,1,5.448,4.967,71.92,74.99,13.857,20.776,-0.6,0.6,3.198,2.73,0.998,1.102,0.171,0.23,1.141,1.373,0.258,0.26,0.462,0.431,0.232,0.112
2346509,2021-02-16,"IEM Katowice 2021 Play-In","Gambit","mousesports",1.53,2.37,2,1,1,10.667,14.667,0.667,0.667,17.133,16.333,6.883,4.113,4.733,3.333,2.227,2.327,7.467,8.467,3.913,5.014,0.867,0.8,1.139,0.923,16.4,17.333,2.569,2.013,0.709,0.662,0.092,0.092,0.733,-1,8.361,4.731,73.96,71.773,24.692,10.886,-0.8,0.733,1.966,1.775,1.072,1.001,0.337,0.167,1.522,1.178,0.686,0.275,0.439,0.489,0.155,0.222
2346510,2021-02-16,"IEM Katowice 2021 Play-In","NIP","Virtus.pro",2.62,1.44,2,0,1,13.5,14,3.5,1.5,19.1,16.9,5.622,5.908,6.9,4.9,2.756,1.794,7.5,8.8,2.619,4.484,2.6,1.9,1.747,1.14,17,19.4,2.292,1.902,0.736,0.702,0.071,0.038,2.1,-2.5,5.524,6.439,74.37,70.33,23.261,17.544,-0.2,0.1,2.587,2.001,1.121,0.972,0.31,0.244,1.555,1.137,0.449,0.31,0.399,0.498,0.102,0.173
2346511,2021-02-16,"IEM Katowice 2021 Play-In","Liquid","OG",1.66,2.1,2,1,1,11.667,13.667,1.667,1.333,17.4,18,4.69,5.703,5.533,4.667,2.894,3.096,6.067,8.6,3.289,3.425,1.2,1.267,1.173,1.301,18.067,17.4,2.116,1.858,0.696,0.704,0.074,0.118,-0.667,0.6,6.203,6.143,76.173,76.793,18.203,22.01,-0.4,0.4,2.781,2.275,1.057,1.069,0.263,0.307,1.401,1.347,0.49,0.367,0.354,0.488,0.156,0.143
2346515,2021-02-17,"IEM Katowice 2021 Play-In","MIBR","fnatic",3,1.36,2,0,1,11,15.5,1,2,20.1,13.7,2.594,4.373,5.3,3.9,2.789,2.11,8,6.2,3.111,3.097,1.5,1.6,1.249,1.795,13.7,20.2,3.119,1.731,0.8,0.575,0.09,0.056,6.4,-6.5,3.765,4.553,81.58,61.6,12.964,14.74,-0.9,0.9,1.708,1.921,1.279,0.815,0.189,0.177,1.965,0.871,0.641,0.161,0.393,0.444,0.124,0.143
2346514,2021-02-17,"IEM Katowice 2021 Play-In","Complexity","Wisla Krakow",1.1,6.5,2,1,1,16.667,10.333,2.333,2.667,20.867,17,5.339,5.046,5.667,4.533,2.377,2.552,9.667,6.933,2.787,2.873,2,0.533,1.607,0.73,17.2,21,1.493,1.898,0.78,0.619,0.082,0.096,3.667,-4,6.441,6.768,83.753,67.56,18.067,19.846,1.267,-1.267,2.86,2.316,1.265,0.875,0.279,0.301,1.7,1.034,0.441,0.369,0.476,0.417,0.11,0.152
